"","2002-01-01","2002-01-02","2002-01-03","2002-01-04","2002-01-05","2002-01-06","2002-01-07","2002-01-08","2002-01-09","2002-01-10","2002-01-11","2002-01-12","2002-01-13","2002-01-14","2002-01-15","2002-01-16","2002-01-17","2002-01-18","2002-01-19","2002-01-20","2002-01-21","2002-01-22","2002-01-23","2002-01-24","2002-01-25","2002-01-26","2002-01-27","2002-01-28","2002-01-29","2002-01-30","2002-01-31","2002-02-01","2002-02-02","2002-02-03","2002-02-04","2002-02-05","2002-02-06","2002-02-07","2002-02-08","2002-02-09","2002-02-10","2002-02-11","2002-02-12","2002-02-13","2002-02-14","2002-02-15","2002-02-16","2002-02-17","2002-02-18","2002-02-19","2002-02-20","2002-02-21","2002-02-22","2002-02-23","2002-02-24","2002-02-25","2002-02-26","2002-02-27","2002-02-28","2002-03-01","2002-03-02","2002-03-03","2002-03-04","2002-03-05","2002-03-06","2002-03-07","2002-03-08","2002-03-09","2002-03-10","2002-03-11","2002-03-12","2002-03-13","2002-03-14","2002-03-15","2002-03-16","2002-03-17","2002-03-18","2002-03-19","2002-03-20","2002-03-21","2002-03-22","2002-03-23","2002-03-24","2002-03-25","2002-03-26","2002-03-27","2002-03-28","2002-03-29","2002-03-30","2002-03-31","2002-04-01","2002-04-02","2002-04-03","2002-04-04","2002-04-05","2002-04-06","2002-04-07","2002-04-08","2002-04-09","2002-04-10","2002-04-11","2002-04-12","2002-04-13","2002-04-14","2002-04-15","2002-04-16","2002-04-17","2002-04-18","2002-04-19","2002-04-20","2002-04-21","2002-04-22","2002-04-23","2002-04-24","2002-04-25","2002-04-26","2002-04-27","2002-04-28","2002-04-29","2002-04-30","2002-05-01","2002-05-02","2002-05-03","2002-05-04","2002-05-05","2002-05-06","2002-05-07","2002-05-08","2002-05-09","2002-05-10","2002-05-11","2002-05-12","2002-05-13","2002-05-14","2002-05-15","2002-05-16","2002-05-17","2002-05-18","2002-05-19","2002-05-20","2002-05-21","2002-05-22","2002-05-23","2002-05-24","2002-05-25","2002-05-26","2002-05-27","2002-05-28","2002-05-29","2002-05-30","2002-05-31","2002-06-01","2002-06-02","2002-06-03","2002-06-04","2002-06-05","2002-06-06","2002-06-07","2002-06-08","2002-06-09","2002-06-10","2002-06-11","2002-06-12","2002-06-13","2002-06-14","2002-06-15","2002-06-16","2002-06-17","2002-06-18","2002-06-19","2002-06-20","2002-06-21","2002-06-22","2002-06-23","2002-06-24","2002-06-25","2002-06-26","2002-06-27","2002-06-28","2002-06-29","2002-06-30","2002-07-01","2002-07-02","2002-07-03","2002-07-04","2002-07-05","2002-07-06","2002-07-07","2002-07-08","2002-07-09","2002-07-10","2002-07-11","2002-07-12","2002-07-13","2002-07-14","2002-07-15","2002-07-16","2002-07-17","2002-07-18","2002-07-19","2002-07-20","2002-07-21","2002-07-22","2002-07-23","2002-07-24","2002-07-25","2002-07-26","2002-07-27","2002-07-28","2002-07-29","2002-07-30","2002-07-31","2002-08-01","2002-08-02","2002-08-03","2002-08-04","2002-08-05","2002-08-06","2002-08-07","2002-08-08","2002-08-09","2002-08-10","2002-08-11","2002-08-12","2002-08-13","2002-08-14","2002-08-15","2002-08-16","2002-08-17","2002-08-18","2002-08-19","2002-08-20","2002-08-21","2002-08-22","2002-08-23","2002-08-24","2002-08-25","2002-08-26","2002-08-27","2002-08-28","2002-08-29","2002-08-30","2002-08-31","2002-09-01","2002-09-02","2002-09-03","2002-09-04","2002-09-05","2002-09-06","2002-09-07","2002-09-08","2002-09-09","2002-09-10","2002-09-11","2002-09-12","2002-09-13","2002-09-14","2002-09-15","2002-09-16","2002-09-17","2002-09-18","2002-09-19","2002-09-20","2002-09-21","2002-09-22","2002-09-23","2002-09-24","2002-09-25","2002-09-26","2002-09-27","2002-09-28","2002-09-29","2002-09-30","2002-10-01","2002-10-02","2002-10-03","2002-10-04","2002-10-05","2002-10-06","2002-10-07","2002-10-08","2002-10-09","2002-10-10","2002-10-11","2002-10-12","2002-10-13","2002-10-14","2002-10-15","2002-10-16","2002-10-17","2002-10-18","2002-10-19","2002-10-20","2002-10-21","2002-10-22","2002-10-23","2002-10-24","2002-10-25","2002-10-26","2002-10-27","2002-10-28","2002-10-29","2002-10-30","2002-10-31","2002-11-01","2002-11-02","2002-11-03","2002-11-04","2002-11-05","2002-11-06","2002-11-07","2002-11-08","2002-11-09","2002-11-10","2002-11-11","2002-11-12","2002-11-13","2002-11-14","2002-11-15","2002-11-16","2002-11-17","2002-11-18","2002-11-19","2002-11-20","2002-11-21","2002-11-22","2002-11-23","2002-11-24","2002-11-25","2002-11-26","2002-11-27","2002-11-28","2002-11-29","2002-11-30","2002-12-01","2002-12-02","2002-12-03","2002-12-04","2002-12-05","2002-12-06","2002-12-07","2002-12-08","2002-12-09","2002-12-10","2002-12-11","2002-12-12","2002-12-13","2002-12-14","2002-12-15","2002-12-16","2002-12-17","2002-12-18","2002-12-19","2002-12-20","2002-12-21","2002-12-22","2002-12-23","2002-12-24","2002-12-25","2002-12-26","2002-12-27","2002-12-28","2002-12-29","2002-12-30","2002-12-31"
"Montana",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nebraska",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,7,0,1,0,0,0,3,5,0,1,0,0,4,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,1,0,1,4,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nevada",0,6,6,2,1,1,3,1,7,2,1,2,1,0,2,2,1,0,1,2,0,1,5,4,0,0,2,5,1,14,8,1,0,1,1,3,1,5,0,1,0,0,3,2,0,2,1,1,0,1,1,1,0,3,0,1,2,2,1,0,5,2,2,1,2,1,1,0,0,1,3,6,1,0,0,1,3,7,3,1,1,0,1,1,3,1,0,0,1,2,1,3,0,0,0,3,1,1,5,1,0,0,0,3,21,4,2,2,1,0,0,1,4,4,1,1,1,1,2,3,2,4,1,3,1,5,4,5,2,0,0,2,0,2,6,0,2,1,0,2,1,0,1,0,0,1,0,4,0,1,0,5,2,3,6,4,3,4,3,4,3,3,4,2,2,5,1,5,1,4,4,3,1,0,4,4,5,5,2,4,0,3,3,0,0,3,0,1,6,5,5,4,1,2,5,9,1,6,4,1,1,0,4,6,3,6,1,3,0,4,1,3,1,1,1,1,5,6,2,2,0,1,1,5,5,3,4,0,1,0,3,3,2,0,1,2,1,1,4,5,4,1,0,0,3,2,2,3,4,1,0,3,3,4,2,0,1,0,2,1,2,2,3,0,0,1,6,1,2,0,1,0,2,4,3,2,1,2,1,11,5,5,1,1,1,0,2,5,4,4,0,0,0,7,2,2,1,2,1,1,1,5,4,6,1,0,1,2,4,2,7,2,2,0,6,0,7,0,0,4,1,3,0,1,1,1,3,0,1,3,1,0,1,3,1,7,4,6,8,1,5,1,0,2,4,2,2,14,0,5,3,5,1,2,0,0,3,0,5,1,1,0,0,3,1
"New Hampshire",0,1,1,0,0,0,0,0,0,0,0,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,29,0,0,0,0,0,18
"New Jersey",1,7,17,6,1,4,10,3,0,0,3,0,5,2,1,6,1,3,21,4,3,2,3,3,2,0,2,1,0,4,27,16,2,1,3,6,8,3,3,1,1,15,0,0,1,2,1,2,1,1,5,2,0,0,0,1,6,3,0,3,12,4,3,2,1,2,3,1,3,0,3,4,3,1,0,1,2,6,8,0,2,2,0,1,9,1,2,0,2,2,0,3,2,0,0,0,0,2,3,2,1,2,0,2,2,2,1,3,26,1,0,3,2,2,5,0,0,15,3,0,1,12,4,2,0,0,2,2,5,1,1,7,11,0,2,1,3,1,0,0,0,1,0,0,0,0,0,1,3,4,12,2,1,3,12,24,6,3,1,2,4,9,5,1,2,1,0,7,6,8,3,5,0,1,4,6,25,48,8,1,0,3,4,0,1,1,0,2,0,11,3,3,2,2,2,3,5,4,1,30,5,3,6,59,7,3,2,2,2,8,5,1,0,13,5,2,9,6,2,1,2,1,0,1,5,5,0,8,1,0,2,1,2,6,2,1,1,3,1,3,1,2,0,1,0,1,2,1,5,0,0,2,0,3,0,2,1,4,2,1,1,4,2,0,0,2,4,1,2,5,6,0,0,0,3,6,4,1,0,3,0,5,3,4,1,0,1,4,19,4,4,0,0,3,1,3,0,3,2,2,5,8,1,2,2,0,1,3,5,7,3,3,0,2,4,3,2,2,3,0,3,3,0,2,1,2,3,0,2,3,1,1,0,1,2,7,4,5,94,15,0,1,1,6,12,2,0,3,1,0,2,4,2,2,0,0,0,1,14,7,1,0,0,1,1
"New Mexico",1,2,3,0,1,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,6,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,1,0,2,1,0,0,1,0,1,0,0,3,1,0,0,0,0,1,0,1,4,3,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1,2,1,0,3,1,3,1,0,0,1,1,1,4,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,0,2,2,1,0,3,0,1,4,2,2,2,0,0,1,2,2,3,0,0,0,0,1,5,3,0,0,0,0,0,1,0,1,0,0,0,1,3,2,1,1,4,4,2,1,0,1,0,0,0,3,3,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,1,0,1,0,2,3,1,1,1,1,0,4,0,0,0,0,0,0,3,4,1,1,0,0,0,1,0,1,1,1,0,1,2,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,1,0,0,0,0,2,2,0,1,0,0,0,1,1,2,2,1,2,3,2,1,0,0,0,1,2,0,2,0,1,1,0,0,1,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,0,0,1,0,2,1,0,0,0,1,1,2,0,0,0,0,2,3,1,0,0,0,0,1,1
"New York",1,25,29,13,3,12,18,6,10,2,2,1,9,4,10,5,11,1,29,11,3,5,5,11,4,4,1,6,6,13,71,61,2,5,14,17,18,8,1,2,7,8,6,4,1,1,1,2,5,6,2,5,1,0,0,2,15,8,5,3,20,7,14,4,3,5,13,33,14,3,8,7,4,6,1,0,14,9,7,11,10,1,4,3,15,6,4,3,2,12,5,7,5,5,3,1,10,8,5,5,3,2,2,1,7,5,4,18,63,3,0,2,2,7,9,8,3,70,7,2,0,37,31,3,4,8,25,2,12,9,3,23,61,13,11,5,3,4,2,4,7,4,1,0,2,3,5,19,4,13,42,8,2,7,33,37,40,12,2,1,17,17,28,10,5,4,1,9,14,19,9,14,4,1,10,13,67,97,12,3,3,7,5,3,8,6,0,3,7,25,7,6,8,2,4,4,3,8,7,62,8,6,18,112,12,6,6,5,7,21,4,1,5,39,17,3,22,7,6,6,3,3,5,9,23,4,3,24,1,2,1,5,5,15,6,3,1,3,9,4,18,2,3,0,1,3,2,4,2,2,2,5,0,0,5,6,3,10,6,10,5,13,2,2,2,3,4,7,3,10,1,2,3,7,5,8,8,1,4,7,1,4,0,10,1,3,5,4,66,4,10,2,2,5,5,2,4,8,4,1,3,6,4,7,10,6,6,4,9,30,10,5,4,17,20,11,5,5,2,9,16,24,4,2,11,13,0,4,5,4,20,1,0,0,3,13,11,18,249,27,5,4,5,8,26,12,7,3,0,7,2,17,5,7,0,1,3,8,134,47,7,1,0,2,11
"North Carolina",12,25,100,30,3,12,7,5,3,1,6,3,5,5,6,6,5,3,17,11,6,7,8,4,2,5,2,7,8,11,22,10,3,2,4,14,18,5,1,1,1,4,2,6,3,0,3,3,5,4,8,2,0,1,1,3,4,2,4,7,13,4,10,3,3,3,3,10,9,2,7,7,6,1,3,4,10,11,4,4,5,4,1,6,8,13,1,1,5,32,11,8,5,1,1,4,5,3,4,1,3,2,0,3,7,5,5,6,22,6,5,7,2,6,2,2,1,13,1,2,0,16,17,4,1,8,3,4,5,2,2,6,20,11,2,4,3,1,4,2,5,3,0,0,1,0,4,1,1,12,10,10,2,4,20,13,18,11,2,2,4,8,9,7,2,2,7,7,5,11,2,2,5,1,13,15,13,30,5,1,1,4,9,7,1,0,0,2,1,7,6,4,1,3,5,5,2,2,4,19,6,5,5,28,12,3,2,1,4,1,6,4,2,10,7,2,4,3,1,2,1,2,2,3,3,8,3,5,3,1,6,2,1,3,4,7,4,9,9,3,3,5,3,1,0,2,4,6,2,5,3,1,1,1,2,4,5,2,6,1,1,6,5,1,1,11,5,4,6,3,0,2,1,6,4,8,2,2,2,8,1,1,0,1,0,5,0,4,9,5,2,0,0,2,3,3,3,5,6,2,2,3,2,3,1,0,1,2,7,3,0,1,0,4,6,1,2,1,1,3,2,3,5,3,1,0,1,3,0,1,5,0,2,0,0,6,3,82,146,25,3,23,1,7,9,3,8,2,2,2,1,1,2,5,1,0,0,5,17,19,1,0,2,6,2
"North Dakota",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ohio",2,23,52,24,1,9,15,1,2,1,3,3,2,2,4,9,4,3,9,3,3,6,5,4,1,0,0,3,8,18,39,12,2,4,4,13,14,3,5,1,2,6,2,1,1,5,3,0,1,3,4,3,2,2,1,3,29,15,7,5,33,9,13,11,5,3,9,23,8,1,7,10,13,6,2,3,5,8,6,4,6,4,3,9,15,3,1,2,3,4,4,10,4,8,7,1,3,3,1,3,4,13,10,2,4,3,3,4,15,4,4,3,1,4,1,3,4,11,2,0,0,9,12,2,1,3,28,8,7,3,2,7,14,1,1,8,4,2,2,2,2,2,2,1,1,1,2,5,5,7,9,3,2,16,30,26,14,3,3,1,17,22,5,6,10,0,2,5,5,5,3,7,1,1,6,10,13,29,14,0,1,2,3,4,2,1,0,2,4,9,7,3,0,2,1,5,1,3,3,13,4,2,20,17,12,1,4,7,1,23,1,2,1,4,5,7,5,7,2,2,2,1,3,5,22,7,2,7,3,6,11,2,2,9,5,3,5,7,4,3,4,3,0,2,3,2,0,1,0,1,1,1,0,1,1,4,4,6,2,2,1,13,16,0,0,2,3,2,3,3,1,1,1,1,6,10,12,1,2,4,3,3,1,2,0,1,4,2,9,1,4,1,0,3,3,2,2,4,5,1,2,4,4,4,7,1,2,4,4,4,5,5,5,25,5,5,2,3,1,1,3,4,4,2,3,2,1,0,6,11,2,0,1,1,1,16,7,11,46,9,0,1,2,6,21,4,3,0,2,5,2,12,5,4,0,0,7,3,25,13,4,2,0,9,1
"Oklahoma",1,5,4,3,0,0,0,0,0,0,1,0,0,1,1,2,1,3,0,0,0,0,0,6,1,0,0,1,2,25,9,0,0,0,1,13,6,2,2,0,0,0,1,0,0,1,0,1,1,4,0,1,0,0,0,1,1,1,1,1,22,0,0,1,1,1,0,2,0,2,4,1,1,1,0,0,5,13,2,0,0,0,0,1,1,2,0,1,0,2,0,2,0,2,1,0,7,4,1,0,0,4,7,1,1,3,2,2,1,0,1,1,0,1,0,3,2,0,1,0,2,2,5,1,1,3,1,1,1,0,0,2,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,0,1,0,1,1,5,2,6,3,3,0,1,2,2,1,1,1,0,2,1,4,1,1,0,1,2,6,3,0,0,0,2,2,1,3,3,4,2,3,5,2,3,1,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,2,1,3,2,3,5,2,1,4,1,0,0,3,1,2,4,1,3,0,1,1,0,0,0,0,2,1,1,1,1,0,0,1,0,2,1,0,0,1,3,4,0,1,1,1,1,0,1,0,0,2,1,1,0,0,1,1,1,0,0,1,2,0,1,0,0,2,0,0,4,1,0,2,0,1,1,1,0,1,4,3,2,2,1,0,1,0,2,0,0,0,0,2,2,3,2,2,0,0,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,3,4,2,0,0,1,2,2,1,2,1,1,2,2,4,0,0,0,1,5,4,2,1,3,0,3,8,0
"Oregon",0,1,2,2,0,0,4,0,1,0,3,0,2,0,1,1,1,1,2,3,1,0,0,1,0,2,2,0,0,5,2,0,0,0,1,2,2,1,0,1,0,1,2,2,0,1,0,0,1,1,0,0,1,0,0,0,2,7,1,1,2,0,4,1,2,1,1,1,1,0,1,5,4,1,1,1,0,6,3,0,1,0,0,1,3,0,0,0,0,1,0,3,0,2,0,0,1,0,4,1,1,1,2,0,3,1,1,1,1,0,0,0,1,0,0,1,2,0,2,1,1,4,2,5,1,0,2,3,1,2,5,1,0,1,2,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,2,2,1,2,6,1,2,1,0,0,1,1,4,0,0,1,1,2,3,0,1,3,1,0,1,4,2,1,0,0,1,3,1,0,1,0,0,0,0,1,1,1,1,1,1,2,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,2,0,2,0,3,0,3,2,0,1,1,1,0,0,0,1,3,3,0,0,1,0,1,2,0,3,0,0,0,0,1,0,1,1,0,1,0,0,3,0,1,0,3,1,2,1,0,0,1,2,1,3,2,5,0,1,0,0,3,1,1,1,1,2,0,0,0,0,0,1,0,0,2,1,0,1,2,0,0,2,0,3,0,0,0,1,1,0,1,0,0,1,1,6,5,0,1,1,3,0,3,0,2,1,0,2,4,1,1,0,2,0,2,0,0,2,0,1,1,2,1,1,3,5,0,1,1,3,1,2,2,1,1,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0
"Pennsylvania",10,14,37,14,6,37,21,10,3,8,2,2,12,4,6,10,6,4,50,18,12,1,15,19,2,3,2,4,4,11,47,36,9,7,8,16,13,9,2,0,7,8,4,6,7,2,4,10,4,5,1,12,4,9,3,4,11,8,5,3,15,9,8,7,5,0,7,16,10,4,9,8,7,3,3,4,15,9,14,3,5,6,3,4,20,18,5,2,7,32,13,10,6,4,1,3,3,3,2,1,6,6,1,4,2,8,6,11,52,4,5,3,5,9,10,4,6,37,6,0,3,26,12,4,4,4,6,7,23,5,1,13,34,10,6,2,2,2,3,1,3,3,0,0,6,3,2,7,3,11,14,5,1,9,32,34,27,16,5,2,15,17,8,9,9,5,4,11,8,23,12,15,3,2,9,25,26,75,6,1,2,9,8,8,4,2,5,2,8,17,10,4,6,5,4,9,11,4,9,43,9,5,11,76,8,5,11,11,8,18,11,6,2,17,11,4,10,9,3,2,5,5,3,8,16,7,3,10,6,4,6,7,5,16,5,4,4,4,6,6,10,7,7,3,2,11,8,5,10,9,5,2,5,4,2,5,4,2,8,9,5,16,13,5,3,9,3,11,9,3,2,1,5,8,7,14,12,2,3,1,1,1,1,3,3,3,0,4,8,2,4,2,3,4,2,7,3,1,8,1,3,8,4,2,2,1,2,2,7,3,1,0,0,10,3,1,1,6,3,5,6,2,1,1,8,1,2,2,0,3,5,1,1,0,1,14,9,17,127,32,9,8,6,6,23,6,6,2,3,4,1,9,2,7,0,0,0,3,24,22,5,3,1,4,5
"Rhode Island",0,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,1,0,0,3,1,0,0,0,1,0,0,1,0,1,6,1,1,0,1,0,1,0,1,0,0,0,0,0,0,4,1,1,2,2,0,0,2,4,6,0,0,0,3,0,5,0,1,0,2,2,1,2,0,1,0,0,0,0,2,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,8,0,1,1,0,1,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,4,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,21,4,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,1
"South Carolina",0,15,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,2,5,1,1,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,2,0,0,3,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,15,3,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
