"","2002-01-01","2002-01-02","2002-01-03","2002-01-04","2002-01-05","2002-01-06","2002-01-07","2002-01-08","2002-01-09","2002-01-10","2002-01-11","2002-01-12","2002-01-13","2002-01-14","2002-01-15","2002-01-16","2002-01-17","2002-01-18","2002-01-19","2002-01-20","2002-01-21","2002-01-22","2002-01-23","2002-01-24","2002-01-25","2002-01-26","2002-01-27","2002-01-28","2002-01-29","2002-01-30","2002-01-31","2002-02-01","2002-02-02","2002-02-03","2002-02-04","2002-02-05","2002-02-06","2002-02-07","2002-02-08","2002-02-09","2002-02-10","2002-02-11","2002-02-12","2002-02-13","2002-02-14","2002-02-15","2002-02-16","2002-02-17","2002-02-18","2002-02-19","2002-02-20","2002-02-21","2002-02-22","2002-02-23","2002-02-24","2002-02-25","2002-02-26","2002-02-27","2002-02-28","2002-03-01","2002-03-02","2002-03-03","2002-03-04","2002-03-05","2002-03-06","2002-03-07","2002-03-08","2002-03-09","2002-03-10","2002-03-11","2002-03-12","2002-03-13","2002-03-14","2002-03-15","2002-03-16","2002-03-17","2002-03-18","2002-03-19","2002-03-20","2002-03-21","2002-03-22","2002-03-23","2002-03-24","2002-03-25","2002-03-26","2002-03-27","2002-03-28","2002-03-29","2002-03-30","2002-03-31","2002-04-01","2002-04-02","2002-04-03","2002-04-04","2002-04-05","2002-04-06","2002-04-07","2002-04-08","2002-04-09","2002-04-10","2002-04-11","2002-04-12","2002-04-13","2002-04-14","2002-04-15","2002-04-16","2002-04-17","2002-04-18","2002-04-19","2002-04-20","2002-04-21","2002-04-22","2002-04-23","2002-04-24","2002-04-25","2002-04-26","2002-04-27","2002-04-28","2002-04-29","2002-04-30","2002-05-01","2002-05-02","2002-05-03","2002-05-04","2002-05-05","2002-05-06","2002-05-07","2002-05-08","2002-05-09","2002-05-10","2002-05-11","2002-05-12","2002-05-13","2002-05-14","2002-05-15","2002-05-16","2002-05-17","2002-05-18","2002-05-19","2002-05-20","2002-05-21","2002-05-22","2002-05-23","2002-05-24","2002-05-25","2002-05-26","2002-05-27","2002-05-28","2002-05-29","2002-05-30","2002-05-31","2002-06-01","2002-06-02","2002-06-03","2002-06-04","2002-06-05","2002-06-06","2002-06-07","2002-06-08","2002-06-09","2002-06-10","2002-06-11","2002-06-12","2002-06-13","2002-06-14","2002-06-15","2002-06-16","2002-06-17","2002-06-18","2002-06-19","2002-06-20","2002-06-21","2002-06-22","2002-06-23","2002-06-24","2002-06-25","2002-06-26","2002-06-27","2002-06-28","2002-06-29","2002-06-30","2002-07-01","2002-07-02","2002-07-03","2002-07-04","2002-07-05","2002-07-06","2002-07-07","2002-07-08","2002-07-09","2002-07-10","2002-07-11","2002-07-12","2002-07-13","2002-07-14","2002-07-15","2002-07-16","2002-07-17","2002-07-18","2002-07-19","2002-07-20","2002-07-21","2002-07-22","2002-07-23","2002-07-24","2002-07-25","2002-07-26","2002-07-27","2002-07-28","2002-07-29","2002-07-30","2002-07-31","2002-08-01","2002-08-02","2002-08-03","2002-08-04","2002-08-05","2002-08-06","2002-08-07","2002-08-08","2002-08-09","2002-08-10","2002-08-11","2002-08-12","2002-08-13","2002-08-14","2002-08-15","2002-08-16","2002-08-17","2002-08-18","2002-08-19","2002-08-20","2002-08-21","2002-08-22","2002-08-23","2002-08-24","2002-08-25","2002-08-26","2002-08-27","2002-08-28","2002-08-29","2002-08-30","2002-08-31","2002-09-01","2002-09-02","2002-09-03","2002-09-04","2002-09-05","2002-09-06","2002-09-07","2002-09-08","2002-09-09","2002-09-10","2002-09-11","2002-09-12","2002-09-13","2002-09-14","2002-09-15","2002-09-16","2002-09-17","2002-09-18","2002-09-19","2002-09-20","2002-09-21","2002-09-22","2002-09-23","2002-09-24","2002-09-25","2002-09-26","2002-09-27","2002-09-28","2002-09-29","2002-09-30","2002-10-01","2002-10-02","2002-10-03","2002-10-04","2002-10-05","2002-10-06","2002-10-07","2002-10-08","2002-10-09","2002-10-10","2002-10-11","2002-10-12","2002-10-13","2002-10-14","2002-10-15","2002-10-16","2002-10-17","2002-10-18","2002-10-19","2002-10-20","2002-10-21","2002-10-22","2002-10-23","2002-10-24","2002-10-25","2002-10-26","2002-10-27","2002-10-28","2002-10-29","2002-10-30","2002-10-31","2002-11-01","2002-11-02","2002-11-03","2002-11-04","2002-11-05","2002-11-06","2002-11-07","2002-11-08","2002-11-09","2002-11-10","2002-11-11","2002-11-12","2002-11-13","2002-11-14","2002-11-15","2002-11-16","2002-11-17","2002-11-18","2002-11-19","2002-11-20","2002-11-21","2002-11-22","2002-11-23","2002-11-24","2002-11-25","2002-11-26","2002-11-27","2002-11-28","2002-11-29","2002-11-30","2002-12-01","2002-12-02","2002-12-03","2002-12-04","2002-12-05","2002-12-06","2002-12-07","2002-12-08","2002-12-09","2002-12-10","2002-12-11","2002-12-12","2002-12-13","2002-12-14","2002-12-15","2002-12-16","2002-12-17","2002-12-18","2002-12-19","2002-12-20","2002-12-21","2002-12-22","2002-12-23","2002-12-24","2002-12-25","2002-12-26","2002-12-27","2002-12-28","2002-12-29","2002-12-30","2002-12-31"
"Montana",2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Nebraska",0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7,0,1,0,0,1,1,8,0,1,0,0,3,1,0,0,0,1,2,1,0,0,1,0,0,0,1,1,0,0,1,3,0,0,2,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,2,0,1,1,3,0,1,0,1,1,0,0,0,0,3,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0
"Nevada",1,2,8,4,1,1,3,2,5,4,2,1,0,1,2,2,2,0,2,2,1,2,5,5,3,0,3,3,2,12,12,3,1,2,0,6,1,5,1,4,0,0,3,0,0,3,1,2,0,1,2,1,1,3,0,1,4,2,1,2,6,2,3,0,2,1,1,2,0,1,3,5,0,1,0,1,4,6,4,1,1,1,0,1,3,1,1,0,0,2,1,4,2,1,3,2,2,2,5,1,0,1,1,4,31,7,4,3,1,1,0,0,4,2,2,1,2,2,3,3,4,7,1,6,0,5,6,2,4,0,1,3,1,3,5,1,3,0,0,2,3,1,1,0,2,3,0,4,0,1,2,3,2,3,6,5,2,7,2,2,4,4,6,2,2,6,1,3,2,4,3,3,1,0,5,5,8,6,4,4,2,2,5,2,2,3,0,2,7,6,7,6,2,2,10,11,2,7,4,5,2,1,4,8,2,8,1,6,2,4,2,3,2,1,2,2,5,8,4,3,0,5,1,6,7,3,4,2,1,0,3,3,1,2,3,2,2,2,2,5,5,1,0,0,2,3,4,5,4,2,2,1,4,4,4,1,3,0,1,2,2,2,2,0,0,3,7,3,1,0,1,1,2,2,5,3,1,2,2,8,6,5,1,0,1,0,2,5,4,4,2,0,0,7,2,3,3,1,1,2,0,7,3,6,3,0,0,4,4,3,3,3,2,1,4,1,7,1,1,5,0,2,0,0,2,1,3,0,1,4,1,0,0,2,0,6,5,6,10,4,2,1,1,2,8,1,2,16,1,5,3,3,1,3,1,0,4,0,5,2,2,2,0,7,2
"New Hampshire",0,1,1,0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,1,1,0,0,0,0,0,0,1,0,1,0,16,1,0,0,0,13,12,0,0,0,1,14
"New Jersey",2,7,14,9,2,1,11,3,0,1,2,0,4,3,2,5,1,4,14,9,3,2,4,3,2,2,3,1,1,2,26,17,4,1,1,9,7,4,3,1,1,14,1,0,1,0,0,2,2,2,5,2,2,1,0,2,5,2,1,1,13,6,3,2,1,1,5,1,2,1,4,4,5,0,2,1,2,6,6,1,3,1,1,1,5,3,1,0,2,3,0,3,2,1,1,1,2,1,3,0,1,2,1,1,3,1,1,4,22,4,0,3,2,2,5,0,1,14,5,1,2,14,4,1,1,0,2,3,5,1,0,8,9,4,1,2,3,1,0,0,0,1,0,0,0,0,0,2,2,4,9,5,0,3,12,26,5,3,0,2,1,11,7,1,2,1,1,6,7,8,4,5,2,1,4,7,23,49,8,0,0,2,6,0,1,1,1,1,2,9,5,3,1,2,5,2,5,4,2,37,2,4,3,57,12,3,2,2,2,9,4,1,0,14,3,2,6,5,4,1,1,1,1,1,6,3,0,6,3,1,3,0,4,6,3,1,1,2,2,3,2,1,1,2,0,2,1,2,4,3,0,2,0,2,1,2,0,3,3,2,1,3,2,2,0,2,2,2,1,7,3,1,1,0,4,5,4,0,0,4,1,5,3,3,3,0,0,6,19,4,3,0,0,3,2,3,0,2,1,1,5,8,1,3,1,0,1,1,5,7,4,2,1,2,4,3,2,0,2,2,2,3,2,1,3,2,3,1,0,2,4,0,0,0,2,4,6,4,95,13,0,1,1,7,11,5,0,4,1,1,1,3,5,1,0,0,0,2,11,9,2,0,0,2,3
"New Mexico",1,1,4,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,4,0,0,0,1,1,2,1,0,0,0,0,6,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,3,2,0,0,1,4,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,1,0,2,1,0,0,2,0,1,0,0,2,1,0,1,0,0,2,0,1,4,3,0,0,2,0,1,0,0,0,1,1,0,1,1,0,1,2,1,1,4,1,3,1,0,0,0,2,1,4,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,1,2,0,2,3,1,0,4,0,1,4,2,2,2,0,0,1,1,2,3,0,0,0,0,1,4,2,0,0,1,0,0,1,0,1,0,0,0,2,3,1,1,3,1,5,1,1,0,1,0,0,0,3,4,0,0,1,1,0,2,0,2,1,0,0,0,1,0,0,1,0,1,0,1,3,1,2,1,1,0,3,1,0,0,1,0,0,1,1,1,2,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,2,2,2,1,0,0,0,0,2,2,0,0,0,0,3,1,0,2,2,1,2,3,2,1,0,1,0,1,2,0,2,0,2,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,1,0,0,0,1,1,2,0,0,0,0,1,1,1,1,0,0,0,1,0
"New York",2,23,28,12,3,5,23,8,6,4,4,1,8,2,16,8,7,3,22,17,5,4,4,10,3,3,1,10,6,16,65,65,7,3,15,16,23,4,1,1,7,8,7,5,0,1,0,4,3,7,3,6,1,1,0,4,13,7,5,5,16,17,9,8,3,3,14,29,21,8,5,7,4,7,2,1,12,10,7,6,9,2,5,4,16,5,2,4,1,7,6,9,5,4,2,2,5,10,9,4,3,4,2,3,6,5,5,12,64,8,1,1,3,4,8,12,2,59,12,2,0,30,32,6,5,9,14,11,16,4,6,16,58,14,10,9,3,6,1,3,6,3,0,0,4,4,8,19,4,9,38,14,2,5,31,40,40,11,3,0,6,27,25,11,7,4,1,7,16,21,9,13,7,2,8,13,67,88,19,3,5,3,4,4,5,6,0,1,5,20,8,6,4,4,4,6,4,6,8,53,16,3,11,112,20,5,7,6,8,18,5,4,4,46,17,2,24,6,7,5,3,2,5,6,22,6,2,21,3,2,1,5,4,16,7,4,3,3,7,3,17,4,3,1,3,3,3,4,2,3,0,5,2,0,4,7,2,10,6,10,4,7,6,1,0,8,1,5,4,12,2,3,3,5,8,9,10,3,3,8,3,3,1,8,4,3,3,2,59,8,7,4,2,5,4,1,8,9,2,2,4,3,4,7,10,9,4,6,8,30,7,9,2,15,20,9,5,3,1,12,13,19,6,2,14,8,4,6,5,3,21,2,0,1,1,16,14,16,249,32,4,3,5,9,15,18,8,1,0,7,4,15,3,7,2,0,3,4,135,70,6,1,0,2,13
"North Carolina",13,24,107,30,3,12,5,2,3,3,5,2,5,6,1,5,3,4,14,3,4,6,4,8,2,4,3,7,8,11,20,11,1,2,2,11,17,7,1,0,2,5,1,5,3,1,6,2,5,3,6,2,0,2,0,2,5,3,4,5,13,1,10,4,3,4,3,7,11,2,10,5,7,1,4,2,14,4,8,3,3,3,2,4,10,13,1,2,6,34,6,7,5,2,0,2,3,3,3,1,3,2,0,2,5,3,5,6,18,1,5,6,1,6,1,2,0,15,2,3,0,22,15,4,1,5,5,2,6,2,1,6,23,3,2,3,2,2,4,3,3,4,0,0,3,1,1,2,3,16,12,6,3,4,16,17,27,9,3,0,5,7,9,5,2,1,7,7,4,11,2,3,4,4,14,13,15,24,4,1,3,2,10,5,1,0,0,3,0,12,3,3,3,4,4,4,1,3,5,18,2,3,6,21,11,1,3,1,4,4,3,2,1,6,7,2,4,4,1,1,2,2,1,2,4,10,1,6,1,0,8,3,2,2,3,6,3,8,8,5,2,4,2,2,0,3,3,4,4,4,0,1,2,1,3,1,5,2,7,0,0,6,6,2,0,10,5,6,3,3,0,1,0,3,2,7,2,1,3,5,1,2,0,2,0,2,1,5,8,6,2,0,1,2,1,2,2,5,6,2,2,3,3,1,1,0,0,3,7,2,0,1,0,9,4,1,1,3,2,2,3,5,1,2,1,1,1,2,1,1,4,0,1,0,0,6,3,87,142,36,4,30,1,7,5,3,7,1,2,2,1,1,1,4,1,0,0,4,14,18,2,0,1,5,3
"North Dakota",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ohio",2,21,54,15,1,16,9,5,2,2,4,3,3,3,3,9,5,3,12,2,3,6,5,5,1,0,1,6,3,15,37,13,2,6,4,9,14,1,1,0,2,11,3,1,1,4,1,1,2,3,4,3,3,5,2,2,30,15,10,8,32,7,16,11,5,4,7,22,10,1,7,9,14,6,1,3,5,5,6,4,6,1,2,10,17,6,1,2,3,5,5,11,3,9,10,1,3,3,2,2,2,11,9,4,2,4,3,5,14,4,5,3,1,4,1,2,5,8,5,1,0,7,7,6,1,2,35,8,8,4,2,7,14,1,3,9,6,0,5,4,3,3,3,1,2,1,3,6,7,6,8,5,1,17,32,33,9,3,2,2,13,24,10,11,7,1,2,6,7,6,4,6,1,1,7,10,14,40,8,2,2,0,2,5,3,1,0,3,5,9,9,5,1,2,1,4,2,4,2,15,3,4,18,19,12,3,3,4,4,24,3,3,1,2,5,6,4,7,0,5,3,2,4,5,21,9,2,7,4,6,13,0,2,9,6,4,5,8,7,3,5,1,1,2,3,1,1,0,0,2,1,2,0,1,0,8,3,6,5,1,2,10,18,1,0,3,1,5,3,2,2,0,1,1,5,10,11,2,1,5,3,3,1,2,0,1,4,3,10,2,5,2,0,3,2,3,2,5,5,0,4,4,5,5,9,1,3,5,4,4,5,2,5,21,13,4,3,5,0,0,3,4,3,4,5,4,0,0,6,11,3,0,0,2,1,17,8,10,44,7,1,2,1,8,20,6,2,1,4,5,2,11,10,6,1,0,5,7,35,11,3,2,0,7,2
"Oklahoma",1,3,6,3,0,1,0,0,0,0,1,0,0,1,1,1,1,3,0,0,0,0,0,6,0,1,2,1,2,25,15,1,0,0,1,11,9,2,2,0,0,0,2,0,0,1,0,0,2,4,0,1,0,0,0,1,1,1,1,2,25,1,0,2,2,1,0,2,0,2,4,0,2,0,0,0,5,11,4,0,1,0,0,1,3,2,0,1,0,2,2,2,1,1,2,0,10,4,1,0,0,4,8,1,1,3,2,3,3,0,2,1,0,1,0,2,2,0,1,0,2,2,5,0,1,3,1,1,2,0,0,1,2,0,0,1,7,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,3,4,0,1,0,1,1,4,1,9,1,2,1,1,2,2,1,1,1,0,1,1,7,0,2,0,0,1,5,4,1,0,0,2,1,2,4,3,4,3,3,6,2,3,1,0,0,0,1,0,2,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,3,1,2,4,4,5,1,2,4,1,1,0,3,1,2,3,2,4,0,2,1,0,0,0,0,3,1,1,1,1,0,1,2,0,1,1,0,0,2,3,1,2,1,1,3,0,1,0,1,1,3,1,1,0,0,1,1,1,0,0,1,1,2,1,0,0,2,0,0,4,1,0,3,0,1,1,1,1,2,3,5,3,1,1,1,1,0,3,1,0,0,0,2,3,3,2,1,1,0,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,3,5,3,0,1,1,1,2,1,1,2,1,2,1,4,0,0,0,1,7,4,2,1,2,0,2,8,1
"Oregon",0,1,1,3,1,1,3,0,0,1,2,0,1,1,3,2,1,1,3,1,0,1,0,1,0,1,1,0,2,3,2,0,0,2,2,4,0,2,1,1,0,1,4,1,0,0,0,0,0,2,0,0,1,0,1,0,3,4,2,1,3,1,3,1,2,1,2,2,0,0,2,6,4,1,1,1,1,5,4,0,0,1,0,2,2,1,1,0,0,0,0,3,0,3,0,0,1,1,3,1,0,3,1,0,5,0,1,1,1,0,1,0,2,2,0,2,1,0,2,3,1,4,2,5,0,0,3,3,1,1,7,1,0,0,1,0,1,0,2,1,0,1,1,1,0,1,0,2,2,0,2,2,0,2,5,3,2,1,1,0,1,1,5,0,0,1,1,2,1,1,0,3,1,2,0,4,2,1,1,2,1,4,2,0,2,0,0,1,0,0,1,1,2,1,1,1,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,3,0,0,1,1,1,2,0,2,0,3,1,1,0,1,2,0,0,1,2,2,3,0,0,1,0,0,4,0,3,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,4,0,2,1,0,0,3,2,1,2,3,4,0,1,1,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,2,1,0,2,2,4,0,0,1,1,1,0,1,0,0,1,1,6,4,1,1,0,3,1,2,2,1,2,0,2,4,1,0,1,2,0,1,0,0,2,0,0,0,2,1,1,4,4,1,1,3,3,2,2,1,1,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0
"Pennsylvania",7,8,33,19,4,38,19,7,3,6,1,3,11,3,4,10,5,2,54,23,8,2,16,15,5,3,2,1,4,12,56,24,10,7,10,17,13,7,1,0,5,7,3,5,6,1,4,10,4,4,2,7,6,5,3,4,12,7,6,2,13,8,7,7,4,1,6,17,8,1,8,9,6,3,1,2,12,10,11,5,5,6,4,3,23,14,4,1,7,33,5,10,7,3,2,4,3,4,2,1,3,7,0,4,3,6,10,16,62,7,6,4,4,8,12,5,5,44,7,1,1,24,12,1,6,3,8,7,21,5,3,16,40,6,2,2,2,4,2,1,3,3,1,0,3,1,4,3,3,8,14,4,0,8,29,39,34,18,2,1,13,17,13,10,5,7,2,9,9,27,9,13,6,1,10,22,24,81,14,1,1,9,6,7,4,3,4,2,5,18,14,4,4,2,3,8,12,5,5,55,5,5,8,89,9,4,9,12,8,16,10,5,3,20,8,5,9,7,5,1,6,6,0,8,13,8,2,8,8,4,4,5,6,14,4,5,7,4,7,7,10,8,6,5,2,9,6,6,6,6,3,3,4,3,2,4,3,3,8,12,2,15,10,6,4,6,3,7,8,3,1,2,5,8,10,9,11,2,2,3,2,1,1,1,5,3,1,4,7,1,3,3,1,3,2,6,4,1,7,3,2,5,6,2,3,0,1,2,7,3,1,0,0,6,6,1,1,4,3,2,7,3,3,0,6,1,4,2,0,3,5,1,2,0,2,12,10,16,141,16,8,6,5,6,27,9,7,2,3,3,1,5,3,5,0,0,1,3,33,12,5,0,3,4,10
"Rhode Island",1,3,4,2,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,2,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,1,0,0,0,4,0,0,1,1,0,0,1,0,0,3,5,2,0,1,0,1,0,1,0,0,0,0,0,0,2,3,1,2,2,1,0,1,4,2,1,0,0,0,3,4,1,2,0,2,1,2,2,0,1,0,0,0,1,2,3,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,2,2,1,1,0,7,2,1,0,2,1,1,0,1,0,4,1,0,0,1,0,0,0,0,0,1,2,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,20,4,1,2,1,1,0,0,2,0,0,0,0,3,0,0,0,0,1,0,4,6,0,1,0,0,1
"South Carolina",0,11,13,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,1,2,4,2,1,0,0,0,1,7,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,2,0,0,3,0,1,1,0,0,1,0,1,0,1,1,0,2,1,0,1,0,4,2,1,2,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11,8,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
